path,sentence
common_voice_ru_19066639.mp3,В нем отражен основной принцип — действие в ответ на действие.
common_voice_ru_19066640.mp3,"Мы решительно настаиваем на том, что двойные стандарты и дискриминация недопустимы."
common_voice_ru_19066641.mp3,Принципы все-таки имеют значение в политике.
common_voice_ru_19066642.mp3,Такая практика должна применяться ко всем.
common_voice_ru_19066643.mp3,И ключевое значение в этих усилиях имеет Конференция по разоружению.
common_voice_ru_19066644.mp3,Но мы − сторонники более сдержанных подходов.
common_voice_ru_19066651.mp3,Необязывающей политической декларации тут просто недостаточно.
common_voice_ru_19066652.mp3,"Наоборот, это приведет к сохранению проблем, ослабив нажим, необходимый для их решения."
common_voice_ru_19066653.mp3,Последний пример в этом ряду — взятое нами обязательство ликвидировать все запасы высокообогащенного урана.
common_voice_ru_19066667.mp3,"Авторы данного проекта решения выразили пожелание, чтобы он был принят Комитетом без голосования."
common_voice_ru_19066668.mp3,Япония находится под ядерной защитой Соединенных Штатов.
common_voice_ru_19066669.mp3,Бангладеш поддерживает состоящее из пяти пунктов предложение Генерального секретаря относительно ядерного разоружения.
common_voice_ru_19066670.mp3,"Я отмечаю осознание неотложности задач, которым были отмечены многие выступления."
common_voice_ru_19066679.mp3,"Я думаю, что предложение мексиканской делегации наиболее точно."
common_voice_ru_19066680.mp3,"Возражений нет, и решение принимается."
common_voice_ru_19066696.mp3,Для предотвращения этой угрозы необходим новый международно-правовой инструмент.
common_voice_ru_19066697.mp3,Меры по укреплению доверия и безопасности имеют не меньшее значение и на региональном уровне.
common_voice_ru_19066731.mp3,Сотрудничество и помощь жизненно важны в осуществлении Программы действий и укреплении потенциала государств.
common_voice_ru_19066732.mp3,"Благодарю Вас, господин министр, и спасибо за Ваши замечания."
common_voice_ru_19066733.mp3,"Я надеюсь, что более широкий форум Конференции по разоружению будет способствовать повышению роли Конференции."
common_voice_ru_19066734.mp3,"Желающих, по всей видимости, нет, и на этом наша работа на сегодня завершается."
common_voice_ru_19066737.mp3,Я был в Газе.
common_voice_ru_19066738.mp3,Так что нам следует рассмотреть альтернативные стратегии в русле разоружения.
common_voice_ru_19066741.mp3,Предлагались различные сроки.
common_voice_ru_19066743.mp3,"Мы также разделяем некоторые озабоченности, высказанные делегацией Мексики."
common_voice_ru_19066744.mp3,"Такие параллельные мероприятия очень своевременны, совершенно необходимы и должны быть продолжены."
common_voice_ru_19066745.mp3,"Вот почему я и представил это членам, вот почему мы так старались."
common_voice_ru_19066746.mp3,Этот пункт касается начала переговоров по договору о запрещении производства расщепляющегося материала.
common_voice_ru_19066747.mp3,"Конечно, любая страна в конечном счете может и вправе выступить против него."
common_voice_ru_19066748.mp3,Благодарю посла Пакистана за его заявление и добрые слова.
common_voice_ru_19066749.mp3,Не должно быть места поспешным или навязываемым решениям.
common_voice_ru_19066750.mp3,Но я выскажу лишь два комментария относительно этой диагностической логики.
common_voice_ru_19066752.mp3,Слово имеет Швейцария.
common_voice_ru_19066753.mp3,Это было сделано в рамках заседаний Подготовительного комитета.
common_voice_ru_19066754.mp3,Ядерное нераспространение является важнейшим условием полного запрещения и уничтожения ядерного оружия.
common_voice_ru_19066755.mp3,Тут вот упоминается конструктивная двусмысленность.
common_voice_ru_19066767.mp3,Заверяю вас в полной поддержке и сотрудничестве моей делегации в связи с вашим председательством.
common_voice_ru_19066770.mp3,Мы разделяем высказываемые некоторыми участниками опасения по поводу рисков распространения.
common_voice_ru_19067127.mp3,В этом-то и состоит суть многосторонней дипломатии.
common_voice_ru_19067128.mp3,Мы признаем большие прежние заслуги этих форумов.
common_voice_ru_19067129.mp3,"Совершенно очевидно, что для выхода из тупика нет легкого решения."
common_voice_ru_19277620.mp3,"Тем не менее, он должен и будет идти вперед."
common_voice_ru_19277621.mp3,"По нашему мнению, это свидетельствует о потенциале Совета в области превентивной дипломатии."
common_voice_ru_19277625.mp3,К решению этой проблемы необходимо привлечение научно-технического и финансового потенциала всего мирового сообщества.
common_voice_ru_19277626.mp3,Эти слова звучат так же актуально и сегодня.
common_voice_ru_19277627.mp3,Наша делегация полностью поддерживает многие из этих рекомендаций.
common_voice_ru_19277628.mp3,Эти принципы составляют основу гуманитарной помощи и должны неизменно соблюдаться всеми сторонами.
common_voice_ru_19277631.mp3,Но наш регион не может расти и двигаться вперед отдельно от других.
common_voice_ru_19277632.mp3,"Все это — замечательные достижения науки, которые могут широко применяться."
common_voice_ru_19277637.mp3,"Это основа того пути, на который мы вступили и по которому мы продолжаем двигаться."
common_voice_ru_19277638.mp3,Сегодня я вновь решительно призываю к тому же.
common_voice_ru_19277639.mp3,Выражение признательности предыдущему Председателю.
common_voice_ru_19277640.mp3,"Демократию необходимо строить шаг за шагом, терпеливо пестуя ее с низового уровня."
common_voice_ru_19277646.mp3,Этап миростроительства наступает после этапа поддержания мира.
common_voice_ru_19277648.mp3,Мы и сегодня отстаиваем эти принципы.
common_voice_ru_19277649.mp3,В сегодняшнем глобализованном мире эти вызовы требуют коллективных решений.
common_voice_ru_19277659.mp3,Это — выдающееся достижение.
common_voice_ru_19277665.mp3,Распределение бремени облегчает нагрузку.
common_voice_ru_19277666.mp3,"Это еще и разрушения, которые они оставляют после себя на нашем континенте."
common_voice_ru_19277667.mp3,Чем могу помочь?
common_voice_ru_22011362.mp3,"Как заинтересованные государства, мы должны упорно стремиться к преодолению явных расхождений в наших позициях."
common_voice_ru_22011364.mp3,"Как я вижу, слова просит посол Германии."
common_voice_ru_22276888.mp3,Конференция всегда придерживалась этого принципа.
common_voice_ru_22276892.mp3,Какие-то комментарии по этим просьбам?
common_voice_ru_20864022.mp3,Но основу для оптимизма должны заложить другие.
common_voice_ru_20864023.mp3,"Наша делегация также считает, что запрашиваемый потенциал должен отвечать условиям, сложившимся в постконфликтных ситуациях."
common_voice_ru_20864024.mp3,Любое решение должно быть результатом политического процесса.
common_voice_ru_20864026.mp3,Это не ультиматум.
common_voice_ru_20864047.mp3,Каждый год Генеральная Ассамблея принимает консенсусом резолюцию об осуществлении Конвенции по химическому оружию.
common_voice_ru_20864048.mp3,"Безусловно, эти соглашения должны вписываться в рамки многосторонней системы."
common_voice_ru_20864049.mp3,"Правительство, которое таким образом применяет военную силу в отношении своего населения, утрачивает свою легитимность."
common_voice_ru_20864050.mp3,В моей стране охват молодежи системой образования гарантирован на всех уровнях.
common_voice_ru_20864051.mp3,Конференция по разоружению остается одним из ключевых элементов многостороннего механизма в области разоружения.
common_voice_ru_20864080.mp3,"Терроризм продолжает творить свои отвратительные деяния, унося жизни ни в чем не повинных людей."
common_voice_ru_20864084.mp3,"Мы считаем это правом каждого человека, которое необходимо защищать."
common_voice_ru_20864117.mp3,"Поэтому, господин Председатель, я прошу Вас сделать исключение в этом случае."
common_voice_ru_20864119.mp3,"Мы также приветствуем в этой связи Кабо-Верде, Филиппины, Мальдивские Острова и Тунис."
common_voice_ru_20864120.mp3,Посол всегда является здесь одним из самых вдумчивых и взыскательных коллег.
common_voice_ru_20864121.mp3,"Она воображала его лучше, чем он был в действительности."
common_voice_ru_20864127.mp3,Подробности этого дела можно выяснить в Секретариате Трибунала.
common_voice_ru_20864128.mp3,Мы привержены самой идее Организации Объединенных Наций.
common_voice_ru_20864129.mp3,"Нельзя мириться с тем, чтобы о них, временами несправедливо забытых, упоминалось лишь риторически."
common_voice_ru_20864130.mp3,Нынешняя структура Совета имеет свои достоинства.
common_voice_ru_20864131.mp3,Однако в этой ограниченной повестке дня отсутствуют следующие существенные вопросы.
common_voice_ru_20864132.mp3,Среди них стоит отметить следующие.
common_voice_ru_20864133.mp3,Имеются ли какие-либо возражения?
common_voice_ru_20864136.mp3,Эта проблема требует широкой мобилизации международного сообщества.
common_voice_ru_20864137.mp3,Мы не спорим с этим тезисом.
common_voice_ru_20864138.mp3,И мы и выражаем признательность этим экс-председателям.
common_voice_ru_20864139.mp3,Большой потенциал имеют финансирование по линии частного сектора и новаторские источники финансирования.
common_voice_ru_20864140.mp3,Мир не должен быть заложником производителей нефти.
common_voice_ru_20864141.mp3,Каковы же успехи Конференции по разоружению в свете этих двух тенденций?
common_voice_ru_22684280.mp3,Африка является сторонницей превентивных мер.
common_voice_ru_22684284.mp3,"Понятие «семьи» немедленно вызывает ассоциации большие, нежели просто поддержание функциональных взаимоотношений или совпадение интересов."
common_voice_ru_22684749.mp3,А вот попытки некоторых государств затормозить прогресс заставляют усомниться в их намерениях.
common_voice_ru_22684750.mp3,Не хотели ли бы высказать дальнейшие воззрения какие-либо другие делегации?
common_voice_ru_22684752.mp3,Роль международного сотрудничества в этом отношении является очень важной.
common_voice_ru_22684761.mp3,Княгиня пригласила Марью Евгеньевну с дочерью и полковника.
common_voice_ru_22684762.mp3,"С этой целью Египет хотел бы видеть в распространенном документе формулировку, отражающую эту позицию."
common_voice_ru_22402594.mp3,"Рассел заявил: «Пусть этот Трибунал предотвратит преступление, имя которому — молчание»."
common_voice_ru_22402624.mp3,С насилием в отношении ни в чем не повинных людей нельзя мириться.
common_voice_ru_22402633.mp3,Я кратко резюмирую некоторые их элементы.
common_voice_ru_22402634.mp3,Нельзя сделать прививку от алкоголизма.
common_voice_ru_22402635.mp3,"Сейчас важно начать искать коллективные, быстрые и эффективные решения."
common_voice_ru_22402637.mp3,"У меня это первый день, и я просто хотел бы поздороваться с моими коллегами."
common_voice_ru_22402647.mp3,Что же нужно делать?
common_voice_ru_22402648.mp3,"Урсула, знаешь, почему я пошла в Добсон тогда?"
common_voice_ru_22402674.mp3,Куба придает самое большое значение этому заявлению.
common_voice_ru_22402691.mp3,"Мы приветствуем всех, кто с нуля начинает работу по обеспечению демократии и верховенства права."
common_voice_ru_22402692.mp3,"Эта важная инициатива способствовала созданию атмосферы мира и понимания, которая сейчас сохраняется в стране."
common_voice_ru_22402693.mp3,Сегодня Сьерра-Леоне считается наилучшим примером с точки зрения координации деятельности доноров.
common_voice_ru_22402694.mp3,"С древних времен алмазы высоко ценятся за их красоту, чистоту и прочность."
common_voice_ru_22402695.mp3,Слово имеет посол Эфиопии Гетахун.
common_voice_ru_22402709.mp3,"Неопределенность и нестабильность усиливаются, несмотря на мирную в целом международную обстановку."
common_voice_ru_22402710.mp3,Однако среди государств-членов все еще отсутствует консенсус в отношении созыва такого форума.
common_voice_ru_22402712.mp3,Наш долг — продумать этот вопрос самым серьезным и тщательным образом.
common_voice_ru_22402730.mp3,Честность и справедливость будут ключом к любому устойчивому политическому взаимодействию.
common_voice_ru_22402731.mp3,Инициатива Австралии и Японии важна и по другим причинам.
common_voice_ru_22402732.mp3,Конференция пройдет в Финляндии.
common_voice_ru_22402734.mp3,Для этого потребуется ряд практических мер.
common_voice_ru_22402735.mp3,"Мы искренне надеемся, что в этот двадцатый раз голос Генеральной Ассамблеи будет услышан."
common_voice_ru_22402750.mp3,"Сейчас я предоставлю слово представителям, желающим выступить по мотивам голосования после принятия проекта резолюции."
common_voice_ru_22402751.mp3,"Собственное толкование Азербайджаном этого доклада противоречит разъяснениям и рекомендациям, представленным ранее сопредседателями Минской группы."
common_voice_ru_22402753.mp3,"Сегодня мы собрались на это важнейшее заседание, преследуя кровные интересы молодежи."
common_voice_ru_22402761.mp3,Однако мы живем в парадоксальную эпоху.
common_voice_ru_22402764.mp3,"Он также отражает тот факт, что Суд стал необходимым инструментом международного сообщества."
common_voice_ru_22402778.mp3,"Вызывает глубокую тревогу то, что мировой кризис используется в качестве оправдания невыполнения взятых обязательств."
common_voice_ru_22402788.mp3,Было высказано уточнение.
common_voice_ru_22402795.mp3,Индия находится в авангарде миротворческой деятельности Организации Объединенных Наций с момента ее зарождения.
common_voice_ru_19024204.mp3,"Мы не считаем, что данный вопрос относится к сфере деятельности Первого комитета."
common_voice_ru_19024205.mp3,"Это заседание не принесло значительных результатов, что отражено в его итоговом заявлении."
common_voice_ru_19024218.mp3,А это включает помимо Конференции и Первый комитет и Комиссию по разоружению.
common_voice_ru_19024227.mp3,Нельзя относить стагнацию на Конференции и на счет процедурных проблем.
common_voice_ru_19024229.mp3,Мы также поздравляем остальных членов Бюро.
common_voice_ru_19024232.mp3,И эту прописную истину четко демонстрирует и прошлый опыт в рамках Конференции.
common_voice_ru_19024238.mp3,Моя делегация полностью поддерживает заявление Европейского союза.
common_voice_ru_19024240.mp3,Мы благодарны за самые разнообразные комментарии.
common_voice_ru_19024241.mp3,Однако по разным причинам прогресса в работе этого Комитета не удавалось добиться.
common_voice_ru_19024243.mp3,"Поскольку возражений нет, мы поступим соответствующим образом."
common_voice_ru_19024244.mp3,Слово имеет секретариат.
common_voice_ru_19024248.mp3,"И этот момент требует размышлений, реализма и конкретных действий."
common_voice_ru_19024249.mp3,"Наконец, вы можете рассчитывать на нашу полную поддержку в отношении этой концепции программы работы."
common_voice_ru_19034057.mp3,Можем ли мы его принять?
common_voice_ru_19034060.mp3,"Прежде всего, по вопросу, затронутому или поставленному делегатом от Российской Федерации."
common_voice_ru_19034061.mp3,Прогресс в одной области не может быть достигнут за счет прогресса в другой области.
common_voice_ru_19034087.mp3,Я предлагаю пока оставить этот пункт до его прояснения.
common_voice_ru_19034088.mp3,"И мы хотим и впредь расширять эти зоны, особенно на Ближнем Востоке."
common_voice_ru_19034090.mp3,И поэтому будущий договор должен включать проблемы запасов и эффективной проверки.
common_voice_ru_19034091.mp3,"Подрыв доверия к Конференции, ставший результатом ее паралича, чреват угрозой для ее выживания."
common_voice_ru_19034092.mp3,Однако мы не должны упускать из виду более позитивные оценки.
common_voice_ru_19034093.mp3,"То, что мы видим вас у штурвала Конференции, поистине вселяет в нас чувство уверенности."
common_voice_ru_19034096.mp3,"Мы сталкиваемся с вызовами в сфере безопасности на всех уровнях — глобальном, региональном и локальном."
common_voice_ru_19034105.mp3,Слово имеет Марокко.
common_voice_ru_19034112.mp3,Это не может продолжаться вечно.
common_voice_ru_19034114.mp3,"Мы считаем, что региональные механизмы дополняют усилия по продвижению вперед глобальной разоруженческой повестки дня."
common_voice_ru_19034118.mp3,Однако давайте не будем питать никаких иллюзий.
common_voice_ru_19034121.mp3,Необходимость активизации работы Конференции носит бесспорный характер.
common_voice_ru_19034122.mp3,Сейчас мы рассмотрим проект доклада Комиссии по главам.
common_voice_ru_19034123.mp3,"Эти нормы нужно развивать и совершенствовать, так как они связаны с вопросами киберпространства."
common_voice_ru_19034124.mp3,Японский представитель коснулся трех неядерных принципов.
common_voice_ru_19034125.mp3,"И действительно, Движение последовательно пропагандирует на разных форумах дело ядерного разоружения."
common_voice_ru_19034437.mp3,"И для Мексики очевидно, что былая важность Конференции по разоружению уже является делом прошлого."
common_voice_ru_19034439.mp3,"Нам представляется весьма уместным предложение, предусматривающее представление ими своих заявлений в рамках тематической дискуссии."
common_voice_ru_19034440.mp3,В конечном итоге обсуждения закончились принятием решения сохранить сложившуюся практику и указывать названия государств.
common_voice_ru_19034441.mp3,"А в этом случае, как мы понимаем, бездействие не представляется разумной альтернативой."
common_voice_ru_19081184.mp3,Другие страны будут наверстывать отставание.
common_voice_ru_19081186.mp3,"Однако происходят также и негативные события, которые заслуживают нашего внимания."
common_voice_ru_19081188.mp3,Ведь свои озабоченности каждое государство-член может урегулировать в рамках самих переговоров.
common_voice_ru_19081195.mp3,Это стало бы также способом застраховаться от угрозы ядерного терроризма.
common_voice_ru_19081196.mp3,Я хотел бы также высказать замечания по другим аспектам разоруженческого механизма.
common_voice_ru_19081197.mp3,"То, что я предлагаю, на самом деле не имеет прямого отношения к повестке дня."
common_voice_ru_19081198.mp3,"Я с нетерпением ожидаю, во что же еще сможет вылиться это неофициальное обсуждение."
common_voice_ru_19081205.mp3,Поэтому доверие и транспарентность могут быть достигнуты лишь на всеобъемлющей и сбалансированной основе.
common_voice_ru_19081207.mp3,Эти вариации изложены на второй странице раздаваемой распечатки.
common_voice_ru_20800921.mp3,"Я хочу подчеркнуть, что эти варианты и остаются тем, что они есть, − вариантами."
common_voice_ru_20800924.mp3,"Вскоре после обеда гости уехали, чтоб успеть переодеться к свадьбе."
common_voice_ru_20800948.mp3,На сегодня это самый насущный вопрос.
common_voice_ru_20800985.mp3,"Главное, что нам нужно сегодня, это солидарность."
common_voice_ru_20800986.mp3,Мировая экономика переживает трудные времена.
common_voice_ru_20801076.mp3,Эту глупую улыбку он не мог простить себе.
common_voice_ru_20801077.mp3,Мы будем выступать в поддержку палестинцев.
common_voice_ru_20801080.mp3,"Если нет возражений, я буду считать, что Комитет желает поступить соответствующим образом."
common_voice_ru_20801098.mp3,"Дневной матч, майор."
common_voice_ru_20801140.mp3,Настаивать на этом — это рецепт для затора.
common_voice_ru_20801144.mp3,"Окончив это, Алексей Александрович написал и письмо адвокату."
common_voice_ru_20801153.mp3,"Кроме того, мы хотели бы высказать следующие замечания."
common_voice_ru_20801155.mp3,"Мы также хотим искренне поздравить Вас, господин Председатель, с избранием на этот пост."
common_voice_ru_20801166.mp3,Эти обвинения совершенно беспочвенны и не имеют ничего общего с реальностью.
common_voice_ru_20801167.mp3,Вода необходима для человеческой жизни.
common_voice_ru_20801168.mp3,Хоть картофель — и тот вводился у нас силой.
common_voice_ru_20801169.mp3,Это наш долг перед будущими поколениями.
common_voice_ru_20801191.mp3,Мы рассматриваем эту блокаду как серьезное бремя для наших кубинских братьев и сестер.
common_voice_ru_20801193.mp3,Сходишь за продуктами?
common_voice_ru_20801195.mp3,Я искренне желаю Вам успеха в руководстве текущей сессией.
common_voice_ru_20801207.mp3,"- Смотрите же, братцы, не отставать!"
common_voice_ru_20801208.mp3,Попроси его встретиться со мной.
common_voice_ru_20801209.mp3,В июле прошлого года Генеральная Ассамблея признала право на воду и санитарию.
common_voice_ru_20801212.mp3,"И после того как оно пробудилось, его не так легко остановить."
common_voice_ru_20801242.mp3,Как можно исправить эту несправедливость?
common_voice_ru_20801243.mp3,Наша Организация должна заняться этими вопросами.
common_voice_ru_20801244.mp3,Пункт первый: определения.
common_voice_ru_20801245.mp3,"Да, разбиты в третий раз, но назавтра ожидается решительное сражение."
common_voice_ru_20801256.mp3,В ходе наших дискуссий подчеркиваются и другие проблемы.
common_voice_ru_20801257.mp3,"Мы не обязаны делать, что они скажут."
common_voice_ru_20801258.mp3,"Необходимо увеличить число людей, которые получают лечение."
common_voice_ru_20801260.mp3,"И поэтому Колумбия считает, что уже пора переходить к действиям."
common_voice_ru_20801287.mp3,"Проблема не в машине, а в водителе."
common_voice_ru_20801288.mp3,"У нас нет врагов в мире, кроме низкого уровня развития и нищеты."
common_voice_ru_20801289.mp3,"Перед нами стоит трудная задача, но не решить ее мы не можем."
common_voice_ru_20801301.mp3,Вронский обязан был руководить его в том и в другом.
common_voice_ru_20801303.mp3,Причины такого положения дел хорошо известны.
common_voice_ru_20801330.mp3,Эти государства могут быть сразу же переизбраны на новый срок.
common_voice_ru_20801332.mp3,Это не просто полезная экологическая политика.
common_voice_ru_26347390.mp3,Ему казалось лет за семьдесят.
common_voice_ru_26347391.mp3,"Состоялось семь раундов межправительственных переговоров, и государства-члены изложили свои позиции по ключевым вопросам."
common_voice_ru_26347392.mp3,"Мы должны признать, что многое еще предстоит сделать для того, чтобы способствовать восстановлению региона."
common_voice_ru_26347393.mp3,Швабрин сам поднес ему водки.
common_voice_ru_26347404.mp3,"Мы должны уделять особое внимание особым трудностям, с которыми сталкиваются развивающиеся страны."
common_voice_ru_26347405.mp3,Я был произведен в офицеры.
common_voice_ru_26347411.mp3,Она с удивлением и робостью молча глядела на него.
common_voice_ru_26347412.mp3,Единственным решением является всеобщее и полное разоружение под строгим международным контролем.
common_voice_ru_26347413.mp3,Президента Французской Республики сопровождают в зал Генеральной Ассамблеи.
common_voice_ru_26347414.mp3,Ядерное разоружение остается высшим приоритетом в области разоружения и должно оставаться таковым.
common_voice_ru_26353418.mp3,Организация Объединенных Наций также должна играть упреждающую роль в мирном процессе на Ближнем Востоке.
common_voice_ru_26353419.mp3,Выбор исходной операционной системы
common_voice_ru_26353420.mp3,"Но ни Тимура, ни Жени уже видно не было."
common_voice_ru_26353421.mp3,Прагматизм доказал свою эффективность в обеспечении комплексного полового воспитания.
common_voice_ru_26353443.mp3,Во всех избах горели огни.
common_voice_ru_26353445.mp3,"В то же время в докладе также подчеркивается, что Комиссия сталкивается с рядом проблем."
common_voice_ru_26353453.mp3,От имени всех государств-членов Генеральной Ассамблеи я приветствую президента Наполитано.
common_voice_ru_26353454.mp3,Однако сейчас мы сталкиваемся с удушающим финансовым кризисом.
common_voice_ru_26353456.mp3,"Жизнь вообще несправедлива по отношению к молодым людям, однако больше всего страдают молодые женщины."
common_voice_ru_26353457.mp3,"Среди таких возможностей налог на финансовые операции, который мог бы ежегодно приносить миллиарды долларов."
common_voice_ru_26353467.mp3,Индия выступает против вепонизации космического пространства.
common_voice_ru_26353475.mp3,Больше это не повторится.
common_voice_ru_26353476.mp3,"Однако мы предусматриваем и второй вариант решения, который отличается от вышеизложенного."
common_voice_ru_26353477.mp3,Некоторые из них уже были упомянуты.
common_voice_ru_26353482.mp3,Чудные обстоятельства соединили нас неразрывно: ничто на свете не может нас разлучить».
common_voice_ru_26353483.mp3,Такая ситуация требует решительной и незамедлительной реакции всех сторон.
common_voice_ru_26353487.mp3,В настоящее время постоянно возникают многочисленные и разнообразные новые глобальные вызовы и угрозы.
common_voice_ru_26353490.mp3,"Все ушли, а Вы, как болван, остались."
common_voice_ru_26353492.mp3,Марья Ивановна заплакала.
common_voice_ru_26353493.mp3,И опять же позвольте мне поблагодарить вас за добрые слова в адрес моих предшественников.
common_voice_ru_26353497.mp3,"Ведь я, Константин Дмитрич, кажется, вот как отцу родному стараюсь."
common_voice_ru_26353502.mp3,"Наконец, я хотела бы подчеркнуть, что права детей и молодежи нельзя ущемлять."
common_voice_ru_26353508.mp3,"Тем не менее, этот вопрос с годами все больше и больше привлекает наше внимание."
common_voice_ru_26353509.mp3,"Чтобы сэкономить время, я остановлюсь лишь на последних инициативах Турции."
common_voice_ru_26353510.mp3,"Мы искренне надеемся, что этот проект резолюции будет принят консенсусом."
common_voice_ru_26353511.mp3,"Однако это было полнедели назад, и мы не смогли подготовить итоговый документ."
common_voice_ru_26353512.mp3,"«Так ты не веришь, – сказал он, – чтоб я был государь Петр Федорович? Ну, добро."
common_voice_ru_26353515.mp3,"Мы считаем, что женщины должны играть реальную роль в восстановлении и развитии Ливии."
common_voice_ru_22070781.mp3,"Я рад, что Генеральная Ассамблея начала ее обсуждение."
common_voice_ru_22070814.mp3,"Лига должна продолжить свои усилия, с тем чтобы заставить Сирию прекратить насилие."
common_voice_ru_22070859.mp3,Для нас нераспространение и разоружение — это грани одного алмаза.
common_voice_ru_22070864.mp3,"Программа работы представляется председательствующим при поддержке секретариата в том, что касается методов работы."
common_voice_ru_22070867.mp3,Мы хотели бы от имени народа Японии выразить солидарность населению региона.
common_voice_ru_22071068.mp3,"Свободная, беспрепятственная и недискриминационная передача ядерной технологии в мирных целях должна пользоваться полным уважением."
common_voice_ru_22071070.mp3,"Мы ценим его мастерство и поддержку, и благодарим Вас за это."
common_voice_ru_22071131.mp3,Крупной организации такого рода со штаб-квартирой в Африке пока что нет.
common_voice_ru_22217800.mp3,"Обзор должен быть проведен открытым, транспарентным, деполитизированным, конструктивным и консенсусным образом."
common_voice_ru_22217803.mp3,Я был и на Западном берегу.
common_voice_ru_22217863.mp3,Я желаю вам всяческих успехов.
common_voice_ru_22217867.mp3,Это слово — «предупреждение».
common_voice_ru_22217913.mp3,В отношении семи резолюций количество откликов государств-членов увеличилось.
common_voice_ru_22217921.mp3,"Если не будет найден выход, то в будущем последствия будут еще более тяжелыми."
common_voice_ru_22217945.mp3,Слово предоставляется представителю Норвегии.
common_voice_ru_22217988.mp3,"Суть резолюции, ранее принятой Генеральной Ассамблеей, нельзя поставить на голосование."
common_voice_ru_22218155.mp3,"Мы стремимся к миру, свободному от ядерного оружия."
common_voice_ru_22218156.mp3,"Поэтому мы считаем, что необходимо сохранить характер и функции каждого органа."
common_voice_ru_22218158.mp3,"Судя по всему, у нас возникла проблема технического характера."
common_voice_ru_22218163.mp3,Финансирование Миссии Организации Объединенных Наций по делам временной администрации в Косово.
common_voice_ru_22218195.mp3,"Австралия считает, что это возможно."
common_voice_ru_22218196.mp3,Мы поддерживаем завершение Конференцией по разоружению работы над договором в этой связи.
common_voice_ru_22267305.mp3,Как ты теперь можешь присягать королю Англии?
common_voice_ru_22267313.mp3,А сейчас слово имеет уважаемый посол Китая — Его Превосходительство посол У Хайтао.
common_voice_ru_22267316.mp3,"Мы с удовлетворением отмечаем, в частности, то, что этот доклад не имеет финансовых последствий."
common_voice_ru_19559819.mp3,А задач много; я упомяну три из них.
common_voice_ru_19559820.mp3,Я предоставляю слово представителю Бельгии для выступления по порядку ведения заседания.
common_voice_ru_19559821.mp3,"Это первый сокровенный вопрос, который возникает у граждан Корейской Народно-Демократической Республики."
common_voice_ru_19559823.mp3,Мы должны действовать сейчас и действовать безотлагательно.
common_voice_ru_19559844.mp3,Все демографические группы в нашей стране прибавили в весе.
common_voice_ru_19559845.mp3,Решение этой проблемы не стоит более откладывать.
common_voice_ru_19559846.mp3,Сегодня она активно сотрудничает с Соединенными Штатами в разработке системы противоракетной обороны.
